,id,appointment_info,archived,coordinates,created_at,dates,details,hours,irs_id,languages,last_scrape_id,name,updated_at,lat_long,longitude,latitude
5247,3010,Required,False,0101000020E61000004EB51666A12C52C043FF04172BE44440,2020-01-10T19:32:41.733794,24 JAN 2022 - 18 APR 2022,"1229 Albany Ave
Hartford, CT 06112
800-203-1234
Volunteer Prepared Taxes",,3983,"English,Spanish",1088,Upper Albany Neighborhood Coll,2022-03-20T00:01:13.530105,POINT (-72.697351 41.782565),-72.697351,41.782565
5248,3011,Required,False,0101000020E610000060747973B82C52C043AA285E65E34440,2020-01-10T19:32:41.741962,24 JAN 2022 - 18 APR 2022,"140 Woodland St
Hartford, CT 06105
800-203-1234
Volunteer Prepared Taxes",,11696,"English,Spanish",1088,Urban League Of Greater Hartfo,2022-03-20T00:01:13.538925,POINT (-72.698758 41.776531),-72.698758,41.776531
5251,3024,Required,False,0101000020E61000009015FC36C41C52C0C8258E3C10EF4440,2020-01-10T19:32:41.860903,24 JAN 2022 - 18 APR 2022,"19 Elm Street
Rockville, CT 06066
Volunteer Prepared Taxes",,1745,English,1088,KidSafe,2022-03-20T00:01:13.717873,POINT (-72.449476 41.867683),-72.449476,41.867683
5252,3025,Required,False,0101000020E6100000D6A71C93C52A52C047567E198C754440,2020-01-10T19:32:41.868744,05 FEB 2022 - 18 APR 2022,"330 Court St
Riverhead, NY 11901
631-727-3228
Volunteer Prepared Taxes",,333,English,1088,Riverhead Free Library VITA,2022-03-20T00:01:13.735457,POINT (-72.668309 40.918338),-72.668309,40.918338
5253,3027,Required,False,0101000020E6100000D5928E7230F151C042226DE34F264640,2020-01-10T19:32:41.885085,07 FEB 2022 - 11 APR 2022,"262 Cottage Street
Suite 253
Littleton, NH 03561
866-444-4211
Volunteer Prepared Taxes",,16008,English,1088,Littleton VITA,2022-03-20T00:01:13.753122,POINT (-71.768582 44.299313),-71.768582,44.299313
5255,3028,Required,False,0101000020E610000088BD50C0761352C050FD834886FC4440,2020-01-10T19:32:41.893004,24 JAN 2022 - 18 APR 2022,"10 Levinthal Run
Stafford Springs, CT 06076
860-684-2852
Volunteer Prepared Taxes",,8904,"English,Spanish",1088,Stafford Springs Public Library VITA,2022-03-20T00:01:13.762027,POINT (-72.304123 41.972848),-72.304123,41.972848
5256,3038,Required,False,0101000020E61000006308008E3DFA51C040C39B3578F54440,2020-01-10T19:32:41.997961,24 JAN 2022 - 18 APR 2022,"225 Kennedy Drive
Windham, CT 06280
211-000-0000
Volunteer Prepared Taxes",,10517,English,1088,Putnam Library,2022-03-20T00:01:13.852002,POINT (-71.910007 41.917731),-71.910007,41.917731
5257,3044,Required,False,0101000020E6100000B742588D25DD51C03AB2F2CB607E4540,2020-01-10T19:32:42.051971,29 JAN 2022 - 09 APR 2022,"409 Beech Street
Manchester, NH 03103
866-444-4211
Volunteer Prepared Taxes",,3536,English,1088,Manchester PAL VITA formerly SNHS Inc VITA,2022-03-20T00:01:13.935022,POINT (-71.455417 42.987329),-71.455417,42.987329
5259,3063,Not Required,False,0101000020E61000003161342BDBDA51C03E22A64412E74440,2020-01-10T19:32:42.235188,28 JAN 2022 - 15 APR 2022,"691 Broad Street
Providence, RI 02907
Volunteer Prepared Taxes",FRI 9:30AM-2:30PM,9327,"English,Spanish",1088,CAPP Elmwood Community Center,2022-03-20T00:01:14.14988,POINT (-71.419627 41.805245),-71.419627,41.805245
5260,3068,Required,False,0101000020E61000003B00E2AE5ED651C0689599D2FAE74440,2020-01-10T19:32:42.277416,31 JAN 2022 - 18 APR 2022,"855 Waterman Ave
East Providence, RI 02914
401-435-7876
Volunteer Prepared Taxes",,9334,English,1088,EBCAP/ BridgePoint Christian Church,2022-03-20T00:01:14.247591,POINT (-71.349529 41.812342),-71.349529,41.812342
5265,3073,Required,False,0101000020E6100000B4739A05DAD151C0CC61F71DC3D74440,2020-01-10T19:32:42.319186,27 JAN 2022 - 15 APR 2022,"1020 Hope Street
Bristol, RI 02809
401-435-7876
Volunteer Prepared Taxes",,7234,English,1088,Bristol EBCAP/Benjamin Church Center,2022-03-20T00:01:14.362757,POINT (-71.278932 41.685642),-71.278932,41.685642
5266,3078,Required,False,0101000020E6100000170D198F52B151C0A661F88898B84540,2020-01-10T19:32:42.360165,24 JAN 2022 - 19 APR 2022,"6 Spruce Street
Sanford, ME 04073
207-324-5762
Volunteer Prepared Taxes",,2838,English,1088,York County Community Action,2022-03-20T00:01:14.524521,POINT (-70.770664 43.442155),-70.770664,43.442155
5268,3238,Not Required,False,0101000020E61000003DB665C059645DC0AE9B525E2BF54040,2020-02-25T16:46:46.896153,08 FEB 2022 - 15 APR 2022,"2001 3rd Street
Norco, CA 92860
Volunteer Prepared Taxes","MON 10:30AM-2:30PM
FRI 10:30AM-2:30PM",19310,"English,Spanish",1088,Norco College,2022-03-20T00:00:45.183151,POINT (-117.567978 33.915386),-117.567978,33.915386
5287,3357,Required,False,0101000020E6100000295E656D53A85AC014ECBFCE4D894140,2020-02-25T16:46:49.509564,12 FEB 2022 - 15 APR 2022,"900 University Blvd. SE
Albuquerque, NM 87106
505-247-3671
Volunteer Prepared Taxes",,10855,"English,Spanish",1088,THNM/CNM Main Campus,2022-03-20T00:00:48.179411,POINT (-106.630092 35.072687),-106.630092,35.072687
5288,3398,Required,False,0101000020E61000008484285F507260C06DA983BC1E904B40,2020-02-25T16:46:50.427178,03 FEB 2022 - 01 APR 2022,"910 Milton Street
Tongass Federal Credit Union
Metlakatla, AK 99926
907-228-8653
Volunteer Prepared Taxes",,12590,English,1088,Tongass FCU Metlakatla,2022-03-20T00:00:49.290388,POINT (-131.572311 55.125938),-131.572311,55.125938
5289,726,Required,False,0101000020E61000002EC55565DF9258C0A96C5853598A4540,2020-01-10T19:32:22.370465,20 JAN 2022 - 30 APR 2022,"106 West Ave SW
Wagner, SD 57380
605-384-3883
Volunteer Prepared Taxes",,14981,English,1088,Rural Office of Community Services Inc.,2022-03-20T00:00:49.335775,POINT (-98.294885 43.080851),-98.294885,43.080851
5293,3412,Required,False,0101000020E610000027A1F485905658C029E9616875D24240,2020-02-25T16:46:50.653895,31 JAN 2022 - 15 APR 2022,"2801 S. Seneca
Wichita, KS 67217
316-211-0000
Volunteer Prepared Taxes",,9682,"Spanish,English",1088,BEST St. Anne Parish,2022-03-20T00:00:49.61551,POINT (-97.352571 37.644208),-97.352571,37.644208
5294,3414,Required,False,0101000020E61000008E90813CBB5558C0BB97FBE428D84240,2020-02-25T16:46:50.670865,10 FEB 2022 - 15 APR 2022,"245 N Water
Wichita, KS 67202
316-267-4327
Volunteer Prepared Taxes",,2970,English,1088,BEST Coalition Mobile Site,2022-03-20T00:00:49.633634,POINT (-97.339553 37.688748),-97.339553,37.688748
5295,3416,Required,False,0101000020E610000037DF88EE594E58C00305DEC9A7DD4240,2020-02-25T16:46:50.687303,29 JAN 2022 - 16 APR 2022,"9727 E Shannon Woods
Wichita, KS 67226
000-000-0211
Volunteer Prepared Taxes",,5672,English,1088,BEST HealthCore Clinic,2022-03-20T00:00:49.687348,POINT (-97.224239 37.731683),-97.224239,37.731683
5299,3427,Required,False,0101000020E610000085984BAAB62C58C00E85CFD6C16D4440,2020-02-25T16:46:50.82357,02 FEB 2022 - 07 APR 2022,"1530 Superior Street
Lincoln, NE 68521
Volunteer Prepared Taxes",,2356,English,1088,UNL-Loren C. Eiseley Library,2022-03-20T00:00:49.854981,POINT (-96.698649 40.857478),-96.698649,40.857478
5307,3429,Required,False,0101000020E6100000299831056B4258C041D3122BA3874240,2020-02-25T16:46:50.871043,01 FEB 2022 - 14 APR 2022,"320  South A Street
Arkansas City, KS 67005
620-441-4419
Volunteer Prepared Taxes",,4767,English,1088,BEST Arkansas City Senior Center,2022-03-20T00:00:49.943232,POINT (-97.037782 37.059667),-97.037782,37.059667
5308,3487,Not Required,False,0101000020E61000002BF697DD93A358C0EA07759142713D40,2020-02-25T16:46:51.799101,18 JAN 2022 - 18 APR 2022,"3014 Rivas St.
San Antonio, TX 78228
Volunteer Prepared Taxes","MON 12:00PM-6:00PM
TUE 12:00PM-6:00PM
WED 12:00PM-6:00PM
THU 12:00PM-6:00PM
SAT 9:00AM-1:00PM",10825,"English,Spanish",1088,The Neighborhood Place,2022-03-20T00:00:50.999616,POINT (-98.5559 29.442422),-98.5559,29.442422
5309,3509,Not Required,False,0101000020E6100000CC24EA059FDC58C03EEDF0D764953B40,2020-02-25T16:46:52.284754,25 JAN 2022 - 15 APR 2022,"3600 E. Del Mar Blvd
Laredo, TX 78041
Volunteer Prepared Taxes","TUE 4:30PM-8:00PM
THU 4:30PM-8:00PM",5251,"English,Spanish",1088,UISD: J.B. Alexander High School,2022-03-20T00:00:51.610973,POINT (-99.447206 27.58357),-99.447206,27.58357
5310,3510,Required,False,0101000020E6100000C2FC153257DF58C06A847EA65E833B40,2020-02-25T16:46:52.311344,01 FEB 2022 - 14 APR 2022,"1919 Cedar Ave.
Laredo, TX 78040
956-307-8138
Volunteer Prepared Taxes",,13292,"English,Spanish",1088,LFESC: Catholic Charities of Laredo,2022-03-20T00:00:51.642313,POINT (-99.489697 27.513163),-99.489697,27.513163
5311,3515,Not Required,False,0101000020E61000008716D9CEF7DD58C0587380608E6E3B40,2020-02-25T16:46:52.446531,25 JAN 2022 - 15 APR 2022,"5626 Cielito Lindo Blvd.
Laredo, TX 78046
Volunteer Prepared Taxes","TUE 4:30PM-8:00PM
WED 4:30PM-8:00PM
THU 4:30PM-8:00PM",13089,"Spanish,English",1088,UISD: Lyndon B Johnson High School,2022-03-20T00:00:51.73141,POINT (-99.46825 27.43186),-99.46825,27.43186
5312,3541,Required,False,0101000020E6100000522B4CDF6B6F57C0F46A80D250614340,2020-02-25T16:46:52.826086,19 FEB 2022 - 30 MAR 2022,"120 E South St
Ward Edwards 2415
Warrensburg, MO 64093
660-543-8318
Volunteer Prepared Taxes",,2859,English,1088,UCM Beta Alpha Psi,2022-03-20T00:00:52.126069,POINT (-93.740959 38.760279),-93.740959,38.760279
5313,1232,Required,False,0101000020E61000006CCD565EF24D56C0118B187618754540,2020-01-10T19:32:26.759872,22 JAN 2022 - 02 APR 2022,"248 West Main Street
Stoughton, WI 53589
Volunteer Prepared Taxes",,2078,English,1088,Dane County VITA Site,2022-03-20T00:00:55.044677,POINT (-89.217918 42.914809),-89.217918,42.914809
5314,3668,Required,False,0101000020E6100000ED116A86541456C0B3EA73B515E14440,2020-02-25T16:46:56.058853,29 JAN 2022 - 09 APR 2022,"18 S. River St
Room 334
Aurora, IL 60506
312-588-6900
Volunteer Prepared Taxes",,4109,"English,Spanish",1088,TAP Aurora - Waubonsee College,2022-03-20T00:00:55.62302,POINT (-88.317659 41.758475),-88.317659,41.758475
5315,2269,Required,False,0101000020E61000003AEAE8B81A6F54C02DE8BD3104503E40,2020-01-10T19:32:35.465009,05 FEB 2022 - 09 APR 2022,"5310 Lenox Avenue
Kingdom Plaza Mall
Jacksonville, FL 32205
904-632-0600
Volunteer Prepared Taxes",,8627,English,1088,RealSense @ Potters House I.M.,2022-03-20T00:01:05.975624,POINT (-81.736006 30.312564),-81.736006,30.312564
5329,3686,Required,False,0101000020E6100000CCEEC9C342FC55C06C7BBB25390C4540,2020-02-25T16:46:56.334969,12 FEB 2022 - 09 APR 2022,"12 North Elm Street
Prospect Heights, IL 60070
847-259-3500
Volunteer Prepared Taxes",,20231,"English,Spanish,Polish",1088,Prospect Heights Public Library,2022-03-20T00:00:55.899611,POINT (-87.941575 42.095494),-87.941575,42.095494
5331,3698,Required,False,0101000020E61000003FC6DCB584EF55C0F294D5743DF74440,2020-02-25T16:46:56.620641,29 JAN 2022 - 16 APR 2022,"4620 W. Diversey Ave.
Chicago, IL 60639
312-588-6900
Volunteer Prepared Taxes",,6309,"English,Spanish",1088,TAP Hermosa - WIC Diversey,2022-03-20T00:00:56.202544,POINT (-87.742475 41.931563),-87.742475,41.931563
5333,3750,Not Required,False,0101000020E610000076FD82DDB0D555C04912842BA0424240,2020-02-25T16:46:57.566583,04 FEB 2022 - 16 APR 2022,"350 Pageant Lane
Suite 501
Clarksville, TN 37040
Volunteer Prepared Taxes","THU 2:00PM-6:00PM
FRI 9:00AM-4:00PM
SAT 9:00AM-4:00PM",6345,English,1088,Clarksville Montgomery County Public Library,2022-03-20T00:00:56.99806,POINT (-87.33892 36.520513),-87.33892,36.520513
5338,3812,Required,False,0101000020E6100000D2C43BC0935B55C00876FC1708224640,2020-02-25T16:46:58.552805,07 FEB 2022 - 15 APR 2022,"1640 Marty Paul St
Return visit necessary
Cadillac, MI 49601
231-775-9781
Volunteer Prepared Taxes",,5690,English,1088,NMCAA Cadillac,2022-03-20T00:00:57.881852,POINT (-85.430893 44.265872),-85.430893,44.265872
5339,1568,Required,False,0101000020E6100000AD68739CDB6F55C0280CCA349A244340,2020-01-10T19:32:29.666154,25 JAN 2022 - 15 OCT 2022,"201 East 15th St.
Volunteer Prepared and Self-Prep
Jeffersonville, IN 47130
812-590-4064
Volunteer Prepared Taxes",,2051,English,1088,Community Action Of South Indiana,2022-03-20T00:00:58.329152,POINT (-85.747779 38.285956),-85.747779,38.285956
5340,3861,Required,False,0101000020E610000065E1EB6B5D0455C02F87DD770CCD4540,2020-02-25T16:46:59.610934,03 FEB 2022 - 09 APR 2022,"235 W. Midland Rd.
Auburn, MI 48611
989-835-2211
Volunteer Prepared Taxes",,10759,English,1088,Auburn Area Branch Library  (Former,2022-03-20T00:00:59.087464,POINT (-84.068202 43.601943),-84.068202,43.601943
5341,3897,Required,False,0101000020E61000007FFACF9A1F5355C094347F4C6B854140,2020-02-25T16:47:00.388092,02 FEB 2022 - 14 APR 2022,"730 E MLK Blvd
Chattanooga, TN 37403
423-756-1762
Volunteer Prepared Taxes",,9512,English,1088,Brainerd Belvoir Plaza,2022-03-20T00:00:59.693294,POINT (-85.298804 35.042337),-85.298804,35.042337
5343,3895,Not Required,False,0101000020E6100000AB251DE5601255C06E313F3734314340,2020-02-25T16:47:00.339285,01 FEB 2022 - 15 APR 2022,"216 Old Lair Rd.
Cynthiana, KY 41031
859-234-2121
Volunteer Prepared Taxes","MON 8:30AM-5:00PM
TUE 8:30AM-5:00PM
WED 8:30AM-5:00PM
THU 8:30AM-5:00PM
FRI 8:30AM-5:00PM",1914,English,1088,CAC - Harrison County,2022-03-20T00:00:59.702551,POINT (-84.287164 38.384406),-84.287164,38.384406
5345,3906,Required,False,0101000020E61000006EFC89CA86E254C002BA2F67B6D34440,2020-02-25T16:47:00.507069,29 JAN 2022 - 16 APR 2022,"325 Michigan Street (Main Library)
Toledo, OH 43604
419-246-4636
Volunteer Prepared Taxes",,8111,English,1088,United Way of Greater Toledo,2022-03-20T00:00:59.81274,POINT (-83.539477 41.654004),-83.539477,41.654004
5348,3945,Required,False,0101000020E6100000E57FF277EFC554C0931804560EF14340,2020-02-25T16:47:01.415021,05 FEB 2022 - 09 APR 2022,"3959 Broadway
Grove City, OH 43123
614-221-2255
Volunteer Prepared Taxes",,4446,English,1088,Grove City Library,2022-03-20T00:01:00.430716,POINT (-83.092741 39.88325),-83.092741,39.88325
5349,3964,Not Required,False,0101000020E61000008ECBB8A9811A55C07F2F8507CDDE4040,2020-02-25T16:47:01.788654,09 FEB 2022 - 15 APR 2022,"850 Oak Street
Atlanta, GA 30310
Volunteer Prepared Taxes","WED 11:00AM-4:00PM
THU 11:00AM-4:00PM
FRI 11:00AM-4:00PM
SAT 11:00AM-2:00PM",7349,English,1088,West End Mall,2022-03-20T00:01:00.923608,POINT (-84.414164 33.740632),-84.414164,33.740632
5350,3988,Required,False,0101000020E61000002AA913D0445C54C065187783686F4440,2020-02-25T16:47:02.417599,12 FEB 2022 - 26 MAR 2022,"6200 Frank Avenue, NW.
North Canton, OH 44720
330-491-9976
Volunteer Prepared Taxes",,23509,English,1088,Stark State College,2022-03-20T00:01:01.883179,POINT (-81.4417 40.870377),-81.4417,40.870377
5352,2146,Required,False,0101000020E6100000A12DE7525C3B54C06094A0BFD09D4140,2020-01-10T19:32:34.479141,02 FEB 2022 - 14 APR 2022,"5301 Wilkinson Blvd.
Charlotte, NC 28208
Volunteer Prepared Taxes",,11009,English,1088,Goodwill Industries of Southern,2022-03-20T00:01:04.369752,POINT (-80.92751 35.232933),-80.92751,35.232933
5353,4043,Required,False,0101000020E61000000DE4D9E55BB753C0A69BC420B0704540,2020-02-25T16:47:04.04416,01 FEB 2022 - 15 APR 2022,"15 Pine Street
Buffalo, NY 14204
888-696-9211
Volunteer Prepared Taxes",,1283,"English,Spanish",1088,First Shiloh Baptist Church,2022-03-20T00:01:04.467688,POINT (-78.864984 42.880375),-78.864984,42.880375
5360,4072,Required,False,0101000020E610000097E13FDD40F553C07C48F8DEDF0C4240,2020-02-25T16:47:04.689343,02 FEB 2022 - 18 APR 2022,"1401 Benjamin Parkway
Greensboro, NC 27408
336-333-6981
Volunteer Prepared Taxes",,4355,English,1088,Senior Resources of Guilford (Main),2022-03-20T00:01:05.332537,POINT (-79.832084 36.100582),-79.832084,36.100582
5366,4073,Required,False,0101000020E61000005F79909E22F453C0624CFA7B29124240,2020-02-25T16:47:04.697817,05 FEB 2022 - 16 APR 2022,"4860 Lake Jeanette Road
Greensboro, NC 27455
336-373-2015
Volunteer Prepared Taxes",,21771,English,1088,McNairy Branch Library,2022-03-20T00:01:05.344325,POINT (-79.814613 36.141891),-79.814613,36.141891
5371,4123,Not Required,False,0101000020E6100000581CCEFC6A6153C0BB421F2C63074440,2020-02-25T16:47:06.012161,09 FEB 2022 - 14 APR 2022,"1871 Old Main Drive
Ceddia Union Building (CUB), Room 239
Shippensburg, PA 17257
Volunteer Prepared Taxes",WED 5:00PM-9:00PM,9980,English,1088,MIYP Shippensburg University,2022-03-20T00:01:06.968832,POINT (-77.522155 40.057714),-77.522155,40.057714
5373,4129,Required,False,0101000020E6100000AC8BDB68007653C01E1B81785D594340,2020-02-25T16:47:06.112962,07 FEB 2022 - 15 APR 2022,"233 E Davis Street
Culpepper, VA 22701
276-619-2235
Volunteer Prepared Taxes",,4332,"English,Spanish",1088,People Incorporated Culpepper formerly Warrenton,2022-03-20T00:01:07.061984,POINT (-77.843775 38.698165),-77.843775,38.698165
5375,4142,Required,False,0101000020E6100000807EDFBF794853C0B7EF517FBD3C4440,2020-02-25T16:47:06.428106,31 JAN 2022 - 14 APR 2022,"133 South 5th Street
Money In Your Pocket
Newport, PA 17074
717-567-7323
Volunteer Prepared Taxes",,1869,English,1088,MIYP Perry County Literacy Council,2022-03-20T00:01:07.49708,POINT (-77.132431 40.474533),-77.132431,40.474533
5381,4150,Required,False,0101000020E610000040DAFF006B4F54C02252D32EA68D3D40,2020-02-25T16:47:06.609762,01 FEB 2022 - 12 APR 2022,"2500 Palm Coast Parkway N W
Palm Coast, FL 32137
386-253-0564
Volunteer Prepared Taxes",,7817,"Spanish,English",1088,CFWF @ Flagler County Library,2022-03-20T00:01:07.766431,POINT (-81.240906 29.553317),-81.240906,29.553317
5383,4154,Required,False,0101000020E61000002FDB4E5B230B53C02FFD4B5299844540,2020-02-25T16:47:06.742643,05 FEB 2022 - 09 APR 2022,"1204 South Geddes Street
Syracuse, NY 13204
315-246-4181
Volunteer Prepared Taxes",,19769,English,1088,Bville Cares,2022-03-20T00:01:08.335495,POINT (-76.174033 43.035929),-76.174033,43.035929
5388,4171,Required,False,0101000020E6100000DC645419C64353C067614F3BFC694340,2020-02-25T16:47:07.226053,05 FEB 2022 - 23 APR 2022,"2525  Mount Vernon Avenue
Alexandria, VA 22301
703-831-2918
Volunteer Prepared Taxes",,3314,"Spanish,English,Russian,Vietnamese,Arabic,Korean,Mandarin,French",1088,CTA at Alexandria DCHS,2022-03-20T00:01:08.639531,POINT (-77.058966 38.82801),-77.058966,38.82801
5389,4184,Required,False,0101000020E61000005F251FBB0B4253C035D4282499734340,2020-02-25T16:47:07.753859,05 FEB 2022 - 23 APR 2022,"1012 14th St NW
Suite 425
Washington, DC 20005
202-830-1480
Volunteer Prepared Taxes",,8039,"English,Russian,Spanish,Vietnamese,Arabic,French,Korean,Mandarin",1088,CTA at New Carrollton,2022-03-20T00:01:08.661729,POINT (-77.031966 38.903111),-77.031966,38.903111
5390,4194,Not Required,False,0101000020E6100000601F9DBAF26153C0FC19DEACC1F34140,2020-02-25T16:47:08.139027,29 JAN 2022 - 02 APR 2022,"708 Edmondson Ave.
Tarboro, NC 27886
Volunteer Prepared Taxes",SAT 11:00AM-2:00PM,8888,English,1088,VITA St Paul Baptist Church,2022-03-20T00:01:09.573342,POINT (-77.53044 35.904348),-77.53044,35.904348
5391,4211,Not Required,False,0101000020E6100000D3687231062253C039454772F98F4240,2020-02-25T16:47:08.486139,05 FEB 2022 - 16 APR 2022,"13813 Warwick Blvd
Suite BC2
Newport News, VA 23602
Volunteer Prepared Taxes",SAT 9:30AM-11:30AM,22943,English,1088,SCAA VITA SITE,2022-03-20T00:01:09.84657,POINT (-76.531628 37.1248),-76.531628,37.1248
5395,4207,Required,False,0101000020E6100000261C7A8B87E852C07A39ECBE63204440,2020-02-25T16:47:08.416552,17 JAN 2022 - 15 APR 2022,"724 North Adams Street
2nd Floor
Pottstown, PA 19464
267-780-1724
Volunteer Prepared Taxes",,20882,English,1088,CWFI YWCA - Adams Street,2022-03-20T00:01:09.765532,POINT (-75.633273 40.253044),-75.633273,40.253044
5396,4217,Required,False,0101000020E61000006552431B80E452C023F8DF4A76E04340,2020-02-25T16:47:08.567296,05 FEB 2022 - 16 APR 2022,"2020 West 9th Street
Wilmington, DE 19805
302-655-0803
Volunteer Prepared Taxes",,1844,English,1088,DE-N Woodlawn Library,2022-03-20T00:01:09.93049,POINT (-75.570319 39.75361),-75.570319,39.75361
5400,4246,Required,False,0101000020E6100000ABEB504D49B052C0365A0EF450874440,2020-02-25T16:47:09.195768,09 FEB 2022 - 13 APR 2022,"62 Main St
Newton, NJ 07860
973-784-4900
Volunteer Prepared Taxes",,16289,"English,Spanish",1088,NORWESCAP Pathways2Prosperity,2022-03-20T00:01:10.473378,POINT (-74.754474 41.057158),-74.754474,41.057158
5407,2746,Required,False,0101000020E6100000499EEBFB70A452C07A51BB5F055C4440,2020-01-10T19:32:39.578037,01 FEB 2022 - 30 DEC 2022,"1 Anderson Hill Road
Bernardsville, NJ 07924
908-766-0118
Volunteer Prepared Taxes",,7166,"English,Spanish",1088,UWNNJ - Bernardsville Public Library,2022-03-20T00:01:10.690077,POINT (-74.569396 40.718914),-74.569396,40.718914
5414,4280,Required,False,0101000020E6100000B262B83A008152C058C6866EF6654440,2020-02-25T16:47:10.096606,10 FEB 2022 - 07 APR 2022,"1919 Kennedy Blvd
North Bergen, NJ 07047
201-468-8805
Volunteer Prepared Taxes",,127,"Spanish,English",1088,"HOPES CAP, Inc. Visiting Homemaker Service",2022-03-20T00:01:11.285376,POINT (-74.015639 40.796583),-74.015639,40.796583
5425,4348,Required,False,0101000020E6100000D5CA845FEA7752C0414AECDADE604440,2020-02-25T16:47:11.10351,11 FEB 2022 - 15 APR 2022,"74-09  37th Ave
Ste 302
Jackson Heights, NY 11372
718-784-0877
Volunteer Prepared Taxes",,23664,"English,Spanish",1088,Urban Upbound At NYS Senator Jessica Ramos,2022-03-20T00:01:12.103338,POINT (-73.87368 40.756801),-73.87368,40.756801
5428,4367,Required,False,0101000020E61000003FE5982CEE7452C05B0C1EA67D614440,2020-02-25T16:47:11.334114,07 FEB 2022 - 18 APR 2022,"136-17 39th Avenue
Flushing, NY 11354
718-784-0877
Volunteer Prepared Taxes",,20478,"English,Korean,Mandarin",1088,Urban Upbound Shinhan Bank,2022-03-20T00:01:12.258842,POINT (-73.827037 40.761647),-73.827037,40.761647
5434,4379,Not Required,False,0101000020E61000007D76C075C50854C017F4DE18023C3A40,2020-02-25T16:47:11.458651,02 FEB 2022 - 29 APR 2022,"520 Martin Luther King Jr. Boulevard
Pompano Beach, FL 33060
Volunteer Prepared Taxes","MON 10:00AM-3:00PM
WED 3:00PM-8:00PM
THU 3:00PM-4:00PM",22090,"English,French",1088,CAC-E. Pat Larkins Community Center,2022-03-20T00:01:12.351405,POINT (-80.137052 26.234407),-80.137052,26.234407
5440,131,Required,False,0101000020E61000001E54E23AC65B5EC0FD6B79E57A514340,2020-01-10T19:32:17.441143,05 FEB 2022 - 02 APR 2022,"1400 Grand Avenue
Room G-5
Sacramento, CA 95838
800-500-4931
Volunteer Prepared Taxes",,12041,English,1088,CRVC Grant Union High School,2022-03-20T00:00:43.356458,POINT (-121.433974 38.636563),-121.433974,38.636563
5445,313,Required,False,0101000020E61000009225732CEF785DC0EFE4D3635BF04040,2020-01-10T19:32:18.937233,11 FEB 2022 - 15 APR 2022,"800 N. State College Blvd.
Education Classroom Bldg., Lower Level Room EC-008
Fullerton, CA 92831
Volunteer Prepared Taxes",,1504,"English,Spanish",1088,"California State University, Fullerton",2022-03-20T00:00:44.985658,POINT (-117.889598 33.877789),-117.889598,33.877789
5451,3244,Not Required,False,0101000020E6100000E6CE4C309C585DC0A9BD88B663FC4040,2020-02-25T16:46:47.044324,04 FEB 2022 - 09 APR 2022,"4800 Magnolia Avenue
Business Education Building Room 108
Riverside, CA 92506
Volunteer Prepared Taxes",SAT 9:00AM-4:00PM,5438,"English,Spanish",1088,Riverside City College,2022-03-20T00:00:45.292319,POINT (-117.384533 33.971793),-117.384533,33.971793
5456,401,Required,False,0101000020E61000001BA034D428455DC0588CBAD6DE5F4040,2020-01-10T19:32:19.667075,31 JAN 2022 - 15 APR 2022,"5348 University Avenue
Suite 205
San Diego, CA 92105
619-440-6208
Volunteer Prepared Taxes",,9699,"English,Arabic,Spanish,Farsi,French,Korean",1088,International Rescue Committee - City Heights,2022-03-20T00:00:45.776775,POINT (-117.080617 32.748988),-117.080617,32.748988
5457,440,Required,False,0101000020E610000024F1F274AEFA5BC0F5A0A014AD5E4440,2020-01-10T19:32:19.987793,31 JAN 2022 - 15 APR 2022,"1383 South 900 West
Salt Lake City, UT 84104
Volunteer Prepared Taxes",,5415,English,1088,THU-Sorenson Unity Center,2022-03-20T00:00:46.344737,POINT (-111.916898 40.739657),-111.916898,40.739657
5458,3545,Required,False,0101000020E6100000A4E194B9F98757C0B5FF01D6AA174240,2020-02-25T16:46:52.901764,24 JAN 2022 - 15 APR 2022,"614 East Emma Avenue
Springdale, AR 72764
479-246-0104
Volunteer Prepared Taxes",,20239,"English,Spanish,Virtual Interpreter Services",1088,CARE Tax Center Washington County,2022-03-20T00:00:52.232195,POINT (-94.124617 36.184901),-94.124617,36.184901
5459,4111,Not Required,False,0101000020E61000002EC6C03A8EB953C0DC9F8B868C574240,2020-02-25T16:47:05.553721,01 FEB 2022 - 15 APR 2022,"1176 Huell Matthews Highway
South Boston, VA 24592
434-575-7916
Volunteer Prepared Taxes","FRI 9:00AM-4:30PM
SAT 9:00AM-1:00PM",12091,English,1088,Tri-County Community Action Agency,2022-03-20T00:01:06.302071,POINT (-78.899306 36.683976),-78.899306,36.683976
5460,4595,Required,False,0101000020E61000000EF7915B934253C03A950C0055764340,2020-03-11T00:27:48.362227,09 FEB 2022 - 23 APR 2022,"2712 Ontario Road NW
Washington, DC 20009
202-830-1480
Volunteer Prepared Taxes",,4326,"English,Spanish,Russian,Vietnamese,Arabic,French,Korean,Mandarin",1088,CTA at Jubilee Jobs,2022-03-20T00:01:08.609355,POINT (-77.040244 38.924469),-77.040244,38.924469
