"county_name","state_name","Full FIPS Code","#e-filed returns","United Way","Any e-filed returns","STATEFP","COUNTYFP","id","appointment_info","created_at","dates","details","hours","irs_id","languages","name","updated_at","longitude","latitude"
"Spartanburg County","South Carolina","45083",828.0,"United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,83.0,2024.0,"Required","2020-01-10T19:32:33.432268","04 MAR 2022 - 15 APR 2022","84 Groce Road
Lyman, SC 29365
864-582-2975
Volunteer Prepared Taxes","",12288.0,"English,Spanish","Middle Tyger Community Center","2022-03-20T00:01:03.021808",-82.123053,34.948029
"Spartanburg County","South Carolina","45083",828.0,"United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,83.0,2054.0,"Required","2020-01-10T19:32:33.711985","26 JAN 2022 - 15 APR 2022","151 S. Church Street
Spartanburg County Library
Spartanburg, SC 29306
844-448-2872
Volunteer Prepared Taxes","",12286.0,"English","Wofford College VITA Site","2022-03-20T00:01:03.385741",-81.931104,34.948312
"Spartanburg County","South Carolina","45083",828.0,"United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,83.0,2058.0,"Required","2020-01-10T19:32:33.745352","28 JAN 2022 - 15 APR 2022","701 Saxon Ave
Spartanburg, SC 29301
864-582-2975
Volunteer Prepared Taxes","",10263.0,"English","Financial Opportunity Center (Main)","2022-03-20T00:01:03.363762",-81.955938,34.956567
"Spartanburg County","South Carolina","45083",828.0,"United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,83.0,2056.0,"Required","2020-01-10T19:32:33.729791","01 FEB 2022 - 18 APR 2022","701 Saxon Ave.
Spartanburg, SC 29301
864-592-2975
Volunteer Prepared Taxes","",5053.0,"English","UW Piedmont Mobile VITA","2022-03-20T00:01:03.343854",-81.955938,34.956567
"Spartanburg County","South Carolina","45083",828.0,"United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,83.0,2059.0,"Required","2020-01-10T19:32:33.753282","15 FEB 2022 - 18 APR 2022","701 Saxon Ave.
Spartanburg, SC 29301
864-582-2975
Volunteer Prepared Taxes","",23360.0,"English","Northwest Community Center (Mobile)","2022-03-20T00:01:03.333325",-81.955938,34.956567
"Spartanburg County","South Carolina","45083",828.0,"United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,83.0,2035.0,"Required","2020-01-10T19:32:33.519265","04 FEB 2022 - 15 APR 2022","1850 Old Furnace Road
Upstate Family Resource Center
Boiling Springs, SC 29316
864-582-2975
Volunteer Prepared Taxes","",12287.0,"English","Upstate Family Resource Center","2022-03-20T00:01:03.139128",-81.984653,35.046862
"Bamberg County","South Carolina","45009",28.0,"United Way of the Lowcountry, Inc., Barnwell County United Way","Yes",45.0,9.0,4058.0,"Not Required","2020-02-25T16:47:04.493005","03 FEB 2022 - 15 APR 2022","481 Porter Drive
Denmark, SC 29042
Volunteer Prepared Taxes","THU 3:00PM-6:00PM",26952.0,"English","Voorhees  College VITA","2022-03-20T00:01:05.127639",-81.132354,33.306075
"Beaufort County","South Carolina","45013",101.0,"United Way of the Lowcountry, Inc.","Yes",45.0,13.0,4110.0,"Not Required","2020-02-25T16:47:05.496012","01 FEB 2022 - 14 APR 2022","80 Capital Drive
Hilton Head, SC 29926
Volunteer Prepared Taxes","TUE 4:00PM-6:00PM",3320.0,"English","The Deep Well Project VITA","2022-03-20T00:01:06.197906",-80.711526,32.206398
"Beaufort County","South Carolina","45013",101.0,"United Way of the Lowcountry, Inc.","Yes",45.0,13.0,4104.0,"Required","2020-02-25T16:47:05.272335","01 FEB 2022 - 11 APR 2022","120 Palmetto Way
Bluffton, SC 29910
251-616-0557
Volunteer Prepared Taxes","",1244.0,"English","Bluffton Library VITA","2022-03-20T00:01:05.951537",-80.856797,32.242215
"Beaufort County","South Carolina","45013",101.0,"United Way of the Lowcountry, Inc.","Yes",45.0,13.0,4113.0,"Not Required","2020-02-25T16:47:05.587012","02 FEB 2022 - 13 APR 2022","6355 Jonathan Francis Sr Road
Saint Helena Island, SC 29920
Volunteer Prepared Taxes","TUE 12:30PM-5:30PM",17337.0,"English","St. Helena Library VITA","2022-03-20T00:01:06.371922",-80.573706,32.374506
"Beaufort County","South Carolina","45013",101.0,"United Way of the Lowcountry, Inc.","Yes",45.0,13.0,4107.0,"Not Required","2020-02-25T16:47:05.356225","07 FEB 2022 - 14 APR 2022","311 Scott St.
1st Floor
Beaufort, SC 29902
Volunteer Prepared Taxes","MON 11:00AM-4:00PM
THU 11:00AM-4:00PM",11388.0,"English","Beaufort Library VITA","2022-03-20T00:01:06.060436",-80.670879,32.431804
"Beaufort County","South Carolina","45013",101.0,"United Way of the Lowcountry, Inc.","Yes",45.0,13.0,4102.0,"Not Required","2020-02-25T16:47:05.250669","05 FEB 2022 - 09 APR 2022","1862 Trask Pkway
Seabrook, SC 29940
Volunteer Prepared Taxes","MON 9:00AM-5:00PM",3321.0,"English","Lobeco Library VITA","2022-03-20T00:01:05.92981",-80.743389,32.557599
"Calhoun County","South Carolina","45017",62.0,"United Way of the Midlands","Yes","","","","","","","","","","","","","",""
"Dillon County","South Carolina","45033",4.0,"Dillon County United Way","Yes","","","","","","","","","","","","","",""
"Saluda County","South Carolina","45081",54.0,"United Way of the Midlands, United Way of Edgefield County, United Way of Greenwood County","Yes","","","","","","","","","","","","","",""
"Richland County","South Carolina","45079",1016.0,"United Way of the Midlands, United Way of Kershaw County","Yes",45.0,79.0,4055.0,"Not Required","2020-02-25T16:47:04.467666","31 JAN 2022 - 12 APR 2022","8614 Garners Ferry Road
Hopkins, SC 29061
Volunteer Prepared Taxes","MON 5:00PM-7:00PM
TUE 5:00PM-7:00PM",5843.0,"English","Garners Ferry Technology Center","2022-03-20T00:01:05.08464",-80.88657,33.944681
"Richland County","South Carolina","45079",1016.0,"United Way of the Midlands, United Way of Kershaw County","Yes",45.0,79.0,2184.0,"Not Required","2020-01-10T19:32:34.780721","12 FEB 2022 - 26 MAR 2022","1525 Senate Street
USC Law School Pro Bono
VITA Site in Cafe on lst flr by Senate St Entrance
Columbia, SC 29208
Volunteer Prepared Taxes","SAT 9:00AM-12:00PM",10261.0,"English","USC Law School","2022-03-20T00:01:04.874541",-81.027695,34.001576
"Richland County","South Carolina","45079",1016.0,"United Way of the Midlands, United Way of Kershaw County","Yes",45.0,79.0,2180.0,"Not Required","2020-01-10T19:32:34.749472","31 JAN 2002 - 13 APR 2022","700 Taylor Street
Columbia, SC 29201
Volunteer Prepared Taxes","MON 4:00PM-6:30PM
WED 4:00PM-6:30PM",20778.0,"English,Spanish","SC Works Columbia","2022-03-20T00:01:04.805617",-81.044054,34.004035
"Richland County","South Carolina","45079",1016.0,"United Way of the Midlands, United Way of Kershaw County","Yes",45.0,79.0,2186.0,"Not Required","2020-01-10T19:32:34.796509","05 FEB 2022 - 09 APR 2022","2351 Gervais Street
Columbia, SC 29204
Volunteer Prepared Taxes","SAT 9:00AM-1:00PM",24024.0,"English","First Nazareth Baptist","2022-03-20T00:01:04.895726",-81.013796,34.007502
"Richland County","South Carolina","45079",1016.0,"United Way of the Midlands, United Way of Kershaw County","Yes",45.0,79.0,4052.0,"Not Required","2020-02-25T16:47:04.381235","12 MAR 2022 - 09 APR 2022","1410 Sunnyside Drive
Columbia, SC 29203
Volunteer Prepared Taxes","SAT 9:00AM-12:00PM",27030.0,"English","NorthStar Christian Center - Forest Acres","2022-03-20T00:01:04.917807",-80.992219,34.014485
"Richland County","South Carolina","45079",1016.0,"United Way of the Midlands, United Way of Kershaw County","Yes",45.0,79.0,4067.0,"Required","2020-02-25T16:47:04.600804","01 FEB 2022 - 15 APR 2022","1915 Harden Street
Columbia, SC 29204
803-626-1696
Volunteer Prepared Taxes","",5876.0,"English","Wateree CAA-Camden (Main Site)","2022-03-20T00:01:04.849709",-81.023454,34.015756
"Richland County","South Carolina","45079",1016.0,"United Way of the Midlands, United Way of Kershaw County","Yes",45.0,79.0,7252.0,"Required","2022-02-27T00:01:33.883129","01 FEB 2022 - 15 APR 2022","1915 Harden St.
Columbia, SC 29204
803-626-1696
Volunteer Prepared Taxes","",31081.0,"English","Wateree CAA Columbia Site","2022-03-20T00:01:04.838498",-81.023454,34.015756
"Richland County","South Carolina","45079",1016.0,"United Way of the Midlands, United Way of Kershaw County","Yes",45.0,79.0,2183.0,"Not Required","2020-01-10T19:32:34.772853","31 JAN 2022 - 15 OCT 2022","3821 West Beltline Boulevard
The Cooperative Ministry
Columbia, SC 29204
Volunteer Prepared Taxes","MON 9:00AM-2:00PM
TUE 9:00AM-2:00PM
THU 9:00AM-2:00PM
FRI 9:00AM-2:00PM",3200.0,"English,Spanish","The Cooperative Ministry","2022-03-20T00:01:04.863423",-81.015312,34.03488
"Richland County","South Carolina","45079",1016.0,"United Way of the Midlands, United Way of Kershaw County","Yes",45.0,79.0,2177.0,"Not Required","2020-01-10T19:32:34.725862","05 FEB 2022 - 02 APR 2022","950 Jackson Avenue
Columbia, SC 29203
Volunteer Prepared Taxes","SAT 10:00AM-2:30PM",14060.0,"English","Hyatt Park","2022-03-20T00:01:04.780766",-81.042783,34.039224
"Richland County","South Carolina","45079",1016.0,"United Way of the Midlands, United Way of Kershaw County","Yes",45.0,79.0,2171.0,"Not Required","2020-01-10T19:32:34.679169","01 FEB 2022 - 14 APR 2022","1234 St. Andrews Road
Columbia, SC 29210
Volunteer Prepared Taxes","TUE 9:30AM-2:00PM
THU 9:30AM-2:00PM",20443.0,"English","The HUB Learning Center","2022-03-20T00:01:04.698823",-81.10726,34.049647
"Richland County","South Carolina","45079",1016.0,"United Way of the Midlands, United Way of Kershaw County","Yes",45.0,79.0,2191.0,"Not Required","2020-01-10T19:32:34.835261","15 MAR 2022 - 12 APR 2022","711 Longtown Road
Columbia
Columbia, SC 29229
Volunteer Prepared Taxes","TUE 7:00PM-9:00PM",13223.0,"English,Spanish","NorthStar Christian Center","2022-03-20T00:01:04.928568",-80.93212,34.151164
"Fairfield County","South Carolina","45039",96.0,"United Way of Chester County, Inc., United Way of the Midlands","Yes",45.0,39.0,2165.0,"Not Required","2020-01-10T19:32:34.631597","01 FEB 2022 - 13 APR 2022","300 W Washington Street
Winnsboro, SC 29180
803-799-3853
Volunteer Prepared Taxes","WED 5:00PM-8:00PM",24803.0,"English","Fairfield County Library","2022-03-20T00:01:04.618923",-81.089645,34.379703
"Hampton County","South Carolina","45049",36.0,"United Way of the Lowcountry, Inc.","Yes","","","","","","","","","","","","","",""
"Greenville County","South Carolina","45045",1433.0,"United Way of Anderson County, United Way of Laurens County, Inc., United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,45.0,2025.0,"Required","2020-01-10T19:32:33.440274","05 FEB 2022 - 16 APR 2022","311 North Main Street
Fountain Inn, SC 29644
864-477-1477
Volunteer Prepared Taxes","",12292.0,"English","Fountain Inn Branch Library VITA","2022-03-20T00:01:03.045619",-82.201484,34.695349
"Greenville County","South Carolina","45045",1433.0,"United Way of Anderson County, United Way of Laurens County, Inc., United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,45.0,2012.0,"Required","2020-01-10T19:32:33.302039","02 FEB 2022 - 13 APR 2022","800 West Butler Rd
Greenville, SC 29607
864-477-1477
Volunteer Prepared Taxes","",15563.0,"English","Mauldin Library VITA","2022-03-20T00:01:02.862929",-82.325902,34.775218
"Greenville County","South Carolina","45045",1433.0,"United Way of Anderson County, United Way of Laurens County, Inc., United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,45.0,1986.0,"Required","2020-01-10T19:32:33.086777","01 FEB 2022 - 13 APR 2022","17 Center Street
Travelers Rest, SC 29690
864-477-1477
Volunteer Prepared Taxes","",12294.0,"English","Sargent Branch Library VITA","2022-03-20T00:01:02.529771",-82.365326,34.841748
"Greenville County","South Carolina","45045",1433.0,"United Way of Anderson County, United Way of Laurens County, Inc., United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,45.0,2000.0,"Required","2020-01-10T19:32:33.200348","31 JAN 2022 - 18 APR 2022","101 W. Antrim Drive
Greenville, SC 29607
864-477-1477
Volunteer Prepared Taxes","",5872.0,"English,Spanish","UWGC Mobile Site","2022-03-20T00:01:02.692308",-82.365326,34.841748
"Greenville County","South Carolina","45045",1433.0,"United Way of Anderson County, United Way of Laurens County, Inc., United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,45.0,1997.0,"Required","2020-01-10T19:32:33.17568","31 JAN 2022 - 16 APR 2022","112 Rebecca Street
Greenville, SC 29607
864-477-1477
Volunteer Prepared Taxes","",5870.0,"English","Nicholtown Community Center VITA","2022-03-20T00:01:02.669731",-82.365326,34.841748
"Greenville County","South Carolina","45045",1433.0,"United Way of Anderson County, United Way of Laurens County, Inc., United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,45.0,1999.0,"Required","2020-01-10T19:32:33.192175","24 JAN 2022 - 18 APR 2022","101 West Antrim Drive
Greenville, SC 29607
864-477-1477
Volunteer Prepared Taxes","",18041.0,"English,Spanish","UWGC Opportunity Center","2022-03-20T00:01:02.681334",-82.365326,34.841748
"Greenville County","South Carolina","45045",1433.0,"United Way of Anderson County, United Way of Laurens County, Inc., United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,45.0,2010.0,"Required","2020-01-10T19:32:33.285","02 FEB 2022 - 16 APR 2022","316 West Main Street
Taylors, SC 29687
864-477-1477
Volunteer Prepared Taxes","",7936.0,"English","Taylors Branch Library VITA","2022-03-20T00:01:02.75003",-82.365326,34.841748
"Greenville County","South Carolina","45045",1433.0,"United Way of Anderson County, United Way of Laurens County, Inc., United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,45.0,2001.0,"Required","2020-01-10T19:32:33.209436","03 FEB 2022 - 16 APR 2022","101 West Antrim Drive
@ UWGC Opportunity Center
Greenville, SC 29607
864-477-1477
Volunteer Prepared Taxes","",18040.0,"English","Greenville Technical College","2022-03-20T00:01:02.705785",-82.365326,34.841748
"Greenville County","South Carolina","45045",1433.0,"United Way of Anderson County, United Way of Laurens County, Inc., United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,45.0,1991.0,"Required","2020-01-10T19:32:33.126466","01 FEB 2022 - 16 APR 2022","503 Vardry Street
Greenville, SC 29601
864-477-1477
Volunteer Prepared Taxes","",8658.0,"English,Spanish,Chinese,Vietnamese","United Ministries","2022-03-20T00:01:02.620618",-82.41199,34.841977
"Greenville County","South Carolina","45045",1433.0,"United Way of Anderson County, United Way of Laurens County, Inc., United Way of Greenville County, Inc., United Way of the Piedmont","Yes",45.0,45.0,6971.0,"Required","2022-01-23T00:00:53.191917","31 JAN 2022 - 16 APR 2022","202 Victoria Street
Greer, SC 29651
864-477-1477
Volunteer Prepared Taxes","",7933.0,"English","Greer Relief/ Resource Agency","2022-03-20T00:01:02.914895",-82.226393,34.937688
"Lancaster County","South Carolina","45057",31.0,"United Way of Lancaster County, Inc.","Yes",45.0,57.0,2178.0,"Not Required","2020-01-10T19:32:34.733791","02 FEB 2022 - 15 APR 2022","313 S. White Street
Lancaster, SC 29720
Volunteer Prepared Taxes","WED 4:00PM-8:00PM
THU 9:00AM-1:00PM
FRI 1:00PM-5:00PM
SAT 9:00AM-1:00PM",17912.0,"English,Sign Language","Lancaster County Library VITA","2022-03-20T00:01:04.827544",-80.764958,34.701473
"Lancaster County","South Carolina","45057",31.0,"United Way of Lancaster County, Inc.","Yes",45.0,57.0,4047.0,"Required","2020-02-25T16:47:04.151272","03 FEB 2022 - 15 APR 2022","7641 Charlotte Highway
Indian Land, SC 29707
000-000-0211
Volunteer Prepared Taxes","",17914.0,"English","Del Webb Library VITA","2022-03-20T00:01:04.594275",-80.862411,35.001096
"Dorchester County","South Carolina","45035",128.0,"Trident United Way","Yes",45.0,35.0,4115.0,"Required","2020-02-25T16:47:05.6871","22 JAN 2022 - 16 APR 2022","118 W 3rd South Street
Summerville, SC 29483
843-270-3001
Volunteer Prepared Taxes","",23543.0,"English","Bethany United Methodist Church VITA","2022-03-20T00:01:06.533562",-80.178238,33.016731
"Florence County","South Carolina","45041",37.0,"Black River United Way, Inc., United Way of Florence County","Yes",45.0,41.0,4112.0,"Required","2020-02-25T16:47:05.577303","07 FEB 2022 - 13 APR 2022","1621 W Palmetto Street
Florence, SC 29501
843-662-2407
Volunteer Prepared Taxes","",27896.0,"English","United Way of Florence County","2022-03-20T00:01:06.361189",-79.797134,34.190479
"Florence County","South Carolina","45041",37.0,"Black River United Way, Inc., United Way of Florence County","Yes",45.0,41.0,2318.0,"Required","2020-01-10T19:32:35.858756","02 FEB 2022 - 13 APR 2022","4822 E. Palmetto Street
Sch of Bus Computer Lab 250-B
Florence, SC 29506
843-661-1427
Volunteer Prepared Taxes","",10159.0,"English","Francis Marion University","2022-03-20T00:01:06.592694",-79.652621,34.19624
"Laurens County","South Carolina","45059",209.0,"United Way of the Midlands, United Way of Anderson County, United Way of Laurens County, Inc., United Way of the Piedmont","Yes",45.0,59.0,2074.0,"Required","2020-01-10T19:32:33.871344","01 FEB 2022 - 14 APR 2022","16 Peachtree Street
Clinton, SC 29325
866-892-9211
Volunteer Prepared Taxes","",18557.0,"English","Laurens County Mobile VITA","2022-03-20T00:01:03.493315",-81.902356,34.4577
"McCormick County","South Carolina","45065",35.0,"United Way of Anderson County, United Way of Greenwood County","Yes","","","","","","","","","","","","","",""
"Pickens County","South Carolina","45077",590.0,"United Way of Anderson County, United Way of Greenville County, Inc., United Way of Oconee County, United Way of Pickens County","Yes",45.0,77.0,1972.0,"Required","2020-01-10T19:32:32.976998","01 FEB 2022 - 14 APR 2022","15 S. Palmetto Street
Liberty, SC 29657
864-477-1477
Volunteer Prepared Taxes","",13194.0,"English","Sarlin Library - Liberty VITA","2022-03-20T00:01:02.280671",-82.695101,34.787021
"Pickens County","South Carolina","45077",590.0,"United Way of Anderson County, United Way of Greenville County, Inc., United Way of Oconee County, United Way of Pickens County","Yes",45.0,77.0,1981.0,"Required","2020-01-10T19:32:33.047739","04 FEB 2022 - 16 APR 2022","304 Biltmore Road
Easley, SC 29640
864-477-1477
Volunteer Prepared Taxes","",5892.0,"English","Hampton Memorial Library (Main)","2022-03-20T00:01:02.452247",-82.580074,34.82611
"Pickens County","South Carolina","45077",590.0,"United Way of Anderson County, United Way of Greenville County, Inc., United Way of Oconee County, United Way of Pickens County","Yes",45.0,77.0,1967.0,"Required","2020-01-10T19:32:32.938036","31 JAN 2022 - 18 APR 2022","201 South 5th St.
Suite 212
Easley, SC 29640
864-477-1477
Volunteer Prepared Taxes","",13193.0,"English","Central/Clemson Library Mobile (Sign Language)","2022-03-20T00:01:02.337651",-82.610462,34.82695
"Pickens County","South Carolina","45077",590.0,"United Way of Anderson County, United Way of Greenville County, Inc., United Way of Oconee County, United Way of Pickens County","Yes",45.0,77.0,1969.0,"Required","2020-01-10T19:32:32.953575","03 FEB 2022 - 12 APR 2022","124 North Catherine Street
Pickens, SC 29671
864-477-1477
Volunteer Prepared Taxes","",13198.0,"English","Village Branch  Library","2022-03-20T00:01:02.258906",-82.710681,34.883333
"Union County","South Carolina","45087",78.0,"United Way of the Midlands, United Way of the Piedmont","Yes",45.0,87.0,4028.0,"Required","2020-02-25T16:47:03.646616","02 FEB 2022 - 13 APR 2022","318 West South Street
Union, SC 29379
864-582-2975
Volunteer Prepared Taxes","",5844.0,"English","Union County VITA (Mobile)","2022-03-20T00:01:03.793903",-81.628342,34.711458
"Williamsburg County","South Carolina","45089",22.0,"Black River United Way, Inc., United Way of Florence County","Yes",45.0,89.0,4892.0,"Not Required","2021-01-31T00:00:29.862601","27 JAN 2022 - 15 APR 2022","215 N. Jackson Street
KINGSTREE, SC 29556
843-546-6317
Volunteer Prepared Taxes","WED 10:00AM-2:00PM
FRI 10:00AM-2:00PM",7930.0,"English","Williamsburg County Library VITA","2022-03-20T00:01:06.613956",-79.83233,33.664961
"Aurora County","South Dakota","46003","","","","","","","","","","","","","","","","",""
"Grant County","South Dakota","46051","","","",46.0,51.0,6883.0,"Required","2022-01-23T00:00:44.200533","24 JAN 2022 - 15 APR 2022","210 E. 5th Ave
Milbank, SD 57252
605-432-6571
Volunteer Prepared Taxes","",28940.0,"English","ICAP-Milbank Ad Hoc","2022-03-20T00:00:50.149419",-96.636925,45.217963
"Tripp County","South Dakota","46123","","","","","","","","","","","","","","","","",""
"Ziebach County","South Dakota","46137","","","","","","","","","","","","","","","","",""
"Spink County","South Dakota","46115","","","","","","","","","","","","","","","","",""
"Bon Homme County","South Dakota","46009","","","","","","","","","","","","","","","","",""
"Brookings County","South Dakota","46011",6.0,"Brookings Area United Way","Yes",46.0,11.0,4734.0,"Required","2021-01-31T00:00:19.747646","24 JAN 2022 - 15 APR 2022","421 8th St. South
Brookings, SD 57006
605-874-2062
Volunteer Prepared Taxes","",28937.0,"English","ICAP-Brookings Ad Hoc","2022-03-20T00:00:50.07318",-96.79518,44.309066
"Fall River County","South Dakota","46047","","","","","","","","","","","","","","","","",""
"Hamlin County","South Dakota","46057","","","","","","","","","","","","","","","","",""
"Jackson County","South Dakota","46071","","","","","","","","","","","","","","","","",""
"Custer County","South Dakota","46033",4.0,"United Way of the Black Hills","Yes","","","","","","","","","","","","","",""
"Hyde County","South Dakota","46069","","","","","","","","","","","","","","","","",""
"Faulk County","South Dakota","46049","","","","","","","","","","","","","","","","",""
"Hutchinson County","South Dakota","46067","","","","","","","","","","","","","","","","",""
"Walworth County","South Dakota","46129","","","","","","","","","","","","","","","","",""
"Buffalo County","South Dakota","46017","","","","","","","","","","","","","","","","",""
"Day County","South Dakota","46037","","","","","","","","","","","","","","","","",""
"Douglas County","South Dakota","46043","","","","","","","","","","","","","","","","",""
"Harding County","South Dakota","46063","","","","","","","","","","","","","","","","",""
"McPherson County","South Dakota","46089","","","","","","","","","","","","","","","","",""
"Roberts County","South Dakota","46109","","","","","","","","","","","","","","","","",""
"Sully County","South Dakota","46119",4.0,"Capital Area United Way, Inc.","Yes","","","","","","","","","","","","","",""
"Lincoln County","South Dakota","46083",20.0,"Sioux Empire United Way, Inc.","Yes","","","","","","","","","","","","","",""
"Lake County","South Dakota","46079","","","",46.0,79.0,747.0,"Not Required","2020-01-10T19:32:22.545841","24 JAN 2022 - 15 APR 2022","111 N Van Eps
Madison, SD 57042
Volunteer Prepared Taxes","MON 8:00AM-4:00PM
TUE 8:00AM-4:00PM
WED 8:00AM-4:00PM
THU 8:00AM-4:00PM
FRI 8:00AM-4:00PM",5291.0,"English","ICAP-Madison","2022-03-20T00:00:49.762171",-97.115359,44.005133
"Lawrence County","South Dakota","46081",12.0,"United Way of the Black Hills","Yes",46.0,81.0,4718.0,"Required","2021-01-31T00:00:19.147126","31 JAN 2022 - 31 DEC 2022","315 W. Main St.
Lead, SD 57754
605-348-1460
Volunteer Prepared Taxes","",29001.0,"English","Hearst Library-Ad Hoc","2022-03-20T00:00:49.143622",-103.766385,44.351963
"Lawrence County","South Dakota","46081",12.0,"United Way of the Black Hills","Yes",46.0,81.0,712.0,"Required","2020-01-10T19:32:22.261061","16 FEB 2022 - 13 APR 2022","1200 University Ave.
Jonas Hall #205
Spearfish, SD 57799
605-642-6002
Volunteer Prepared Taxes","",10274.0,"English","Black Hills State University","2022-03-20T00:00:49.134491",-103.870307,44.495298
"Codington County","South Dakota","46029",2.0,"Watertown Area United Way","Yes","","","","","","","","","","","","","",""
"Butte County","South Dakota","46019",10.0,"United Way of the Black Hills","Yes",46.0,19.0,4719.0,"Required","2021-01-31T00:00:19.157204","31 JAN 2022 - 31 DEC 2022","905 5th Ave.
Belle Fourche, SD 57717
605-348-1460
Volunteer Prepared Taxes","",28999.0,"English","Belle Fourche Public Library Adhoc","2022-03-20T00:00:49.152459",-103.853559,44.667897
"Corson County","South Dakota","46031",2.0,"Missouri Slope Areawide United Way","Yes","","","","","","","","","","","","","",""
"Edmunds County","South Dakota","46045","","","","","","","","","","","","","","","","",""
"Campbell County","South Dakota","46021","","","","","","","","","","","","","","","","",""
"Bennett County","South Dakota","46007","","","",46.0,7.0,4720.0,"Required","2021-01-31T00:00:19.178424","31 JAN 2022 - 31 DEC 2022","101 Main St.
Martin, SD 57551
605-348-1460
Volunteer Prepared Taxes","",29003.0,"English","Bennett County Public Library-Ad Hoc","2022-03-20T00:00:49.196868",-101.73187,43.175087
"Haakon County","South Dakota","46055","","","","","","","","","","","","","","","","",""
"Jones County","South Dakota","46075","","","","","","","","","","","","","","","","",""
"Meade County","South Dakota","46093",26.0,"United Way of the Black Hills","Yes","","","","","","","","","","","","","",""
"Turner County","South Dakota","46125",2.0,"Sioux Empire United Way, Inc.","Yes","","","","","","","","","","","","","",""
"Brown County","South Dakota","46013",4.0,"United Way of Northeastern SD, Inc.","Yes","","","","","","","","","","","","","",""
"Hanson County","South Dakota","46061",4.0,"Mitchell United Way","Yes","","","","","","","","","","","","","",""
"McCook County","South Dakota","46087",3.0,"Interlakes Area United Way, Sioux Empire United Way, Inc.","Yes","","","","","","","","","","","","","",""
"Mellette County","South Dakota","46095","","","","","","","","","","","","","","","","",""
"Moody County","South Dakota","46101",6.0,"Brookings Area United Way","Yes",46.0,101.0,4735.0,"Required","2021-01-31T00:00:19.769362","24 JAN 2022 - 15 APR 2022","112 E. Pipestone
Flandreau, SD 57028
605-997-2824
Volunteer Prepared Taxes","",28957.0,"English","ICAP-Flandreau Ad Hoc","2022-03-20T00:00:50.129246",-96.593368,44.048382
"Pennington County","South Dakota","46103",31.0,"United Way of the Black Hills","Yes",46.0,103.0,713.0,"Required","2020-01-10T19:32:22.268849","31 JAN 2022 - 31 DEC 2022","1844 Lombardy Drive
Rapid City, SD 57703
605-348-1460
Volunteer Prepared Taxes","",21916.0,"English","Western SD Community Action Agency","2022-03-20T00:00:49.170642",-103.18364,44.065969
"Union County","South Dakota","46127","","","","","","","","","","","","","","","","",""
"Miner County","South Dakota","46097","","","",46.0,97.0,7222.0,"Required","2022-02-27T00:01:24.316983","24 JAN 2022 - 15 APR 2022","108 E. Hwy 34
Howard, SD 57349
605-772-5712
Volunteer Prepared Taxes","",28951.0,"English","ICAP-Howard Ad Hoc","2022-03-20T00:00:49.526794",-97.526693,44.008032
"Asotin County","Washington","53003",8.0,"Twin County United Way","Yes","","","","","","","","","","","","","",""
"Adams County","Washington","53001",10.0,"Spokane County United Way, United Way of Grant County","Yes","","","","","","","","","","","","","",""
"Garfield County","Washington","53023",8.0,"Twin County United Way","Yes","","","","","","","","","","","","","",""
"Mason County","Washington","53045",10.0,"United Way of Mason County, United Way of Grays Harbor","Yes",53.0,45.0,3298.0,"Required","2020-02-25T16:46:48.299972","14 FEB 2022 - 08 APR 2022","10 SE Squaxin Lane
Shelton, WA 98584
360-432-3871
Volunteer Prepared Taxes","",14240.0,"English","Squaxin Island Tribe VITA","2022-03-20T00:00:46.83621",-123.079859,47.122247
"Skagit County","Washington","53057",84.0,"United Way of Skagit County, United Way of Snohomish County, United Way of Whatcom County","Yes",53.0,57.0,6869.0,"Required","2022-01-23T00:00:42.681655","12 FEB 2022 - 09 APR 2022","935 Peterson Rd
Burlington, WA 98233
360-757-0128
Volunteer Prepared Taxes","",29942.0,"English,Spanish","Hire at St Charles Church","2022-03-20T00:00:47.505521",-122.350777,48.471841
"Stevens County","Washington","53065",25.0,"Spokane County United Way","Yes","","","","","","","","","","","","","",""
"Spokane County","Washington","53063",248.0,"Spokane County United Way","Yes",53.0,63.0,578.0,"Required","2020-01-10T19:32:21.174516","01 FEB 2022 - 15 APR 2022","920 North Washington
Suite 100
Spokane, WA 99201
509-353-4851
Volunteer Prepared Taxes","",13088.0,"English,Russian","VITA at Spokane County United Way","2022-03-20T00:00:47.466472",-117.41744,47.665722
"Lincoln County","Washington","53043",6.0,"Spokane County United Way","Yes","","","","","","","","","","","","","",""
