STATEFP,COUNTYFP,AFFGEOID,GEOID,id,appointment_info,created_at,dates,details,hours,irs_id,languages,name,updated_at,longitude,latitude
53,063,0500000US53063,53063,578,Required,2020-01-10T19:32:21.174516,01 FEB 2022 - 15 APR 2022,"920 North Washington
Suite 100
Spokane, WA 99201
509-353-4851
Volunteer Prepared Taxes",,13088,"English,Russian",VITA at Spokane County United Way,2022-03-20T00:00:47.466472,-117.41744,47.665722
01,123,0500000US01123,01123,1753,Required,2020-01-10T19:32:31.185079,24 JAN 2022 - 12 APR 2022,"5030 Hwy 280, Suite C
Alexander City, AL 35010
256-234-0347
Volunteer Prepared Taxes",,9745,"English,Spanish,Korean",VCCA VITA Site,2022-03-20T00:00:59.85921,-85.94968,32.91337
01,123,0500000US01123,01123,1752,Required,2020-01-10T19:32:31.176908,24 JAN 2022 - 14 APR 2022,"5030 Highway 280
Suite C
Alexander City, AL 35010
256-234-0347
Volunteer Prepared Taxes",,9731,"English,Spanish,Korean",VCCA TCE Site,2022-03-20T00:00:59.849688,-85.94968,32.91337
15,001,0500000US15001,15001,2285,Required,2020-01-10T19:32:35.589284,02 FEB 2022 - 06 APR 2022,"74-5599 Luhia St.
Suite F-4
Kailua Kona, HI 96740
808-836-0313
Volunteer Prepared Taxes",,11279,English,Goodwill Hawaii - Kona,2022-03-20T00:01:06.131202,-156.001685,19.648668
15,001,0500000US15001,15001,4057,Required,2020-02-25T16:47:04.484493,05 MAR 2022 - 26 MAR 2022,"1990 Kinoole Street
Hilo, HI 96720
808-450-4351
Volunteer Prepared Taxes",,20904,English,Hawaii Tax Help-Hawaii County,2022-03-20T00:01:05.116342,-155.0695,19.689965
15,001,0500000US15001,15001,4056,Required,2020-02-25T16:47:04.476062,19 MAR 2022 - 26 MAR 2022,"1990 Kinoole Street
Hilo, HI 96720
808-450-4351
Volunteer Prepared Taxes",,16604,English,ALU LIKE - Hilo,2022-03-20T00:01:05.104467,-155.0695,19.689965
15,001,0500000US15001,15001,2198,Required,2020-01-10T19:32:34.890626,24 JAN 2022 - 02 APR 2022,"200 Kanoelehua Ave.
Suite 102
Hilo, HI 96720
808-836-0313
Volunteer Prepared Taxes",,10432,English,Goodwill Hawaii - Hilo,2022-03-20T00:01:05.01521,-155.064241,19.719875
36,077,0500000US36077,36077,4209,Required,2020-02-25T16:47:08.448369,01 JAN 2022 - 31 DEC 2022,"207 Golisano Hall
1 Hartwick Dr.
Oneonta, NY 13820
607-431-4338
Volunteer Prepared Taxes",,27623,"Chinese,English",Hartwick College VITA,2022-03-20T00:01:09.819683,-75.071962,42.457395
05,139,0500000US05139,05139,1147,Required,2020-01-10T19:32:25.987873,01 FEB 2022 - 14 APR 2022,"824 Camp Street
El Dorado, AR 71730
870-639-3782
Volunteer Prepared Taxes",,5240,English,CADC El Dorado Connections RSVP,2022-03-20T00:00:54.181813,-92.674363,33.2205
32,031,0500000US32031,32031,179,Required,2020-01-10T19:32:17.816934,26 JAN 2022 - 14 APR 2022,"774 Mays Blvd.
Suite 13
Incline Village, NV 89451
775-413-5145
Volunteer Prepared Taxes",,18624,"English,Spanish",Tahoe Family Solutions,2022-03-20T00:00:43.819142,-119.962997,39.246974
32,031,0500000US32031,32031,185,Required,2020-01-10T19:32:17.864401,03 FEB 2022 - 12 APR 2022,"1094 E 8th St
Reno, NV 89512
775-786-6023
Volunteer Prepared Taxes",,9215,"Spanish,English",Community Services Agency,2022-03-20T00:00:43.874245,-119.799537,39.537267
32,031,0500000US32031,32031,187,Required,2020-01-10T19:32:17.880083,29 JAN 2022 - 09 APR 2022,"300 Los Altos Parkway, Space 109
Sparks, NV 89436
775-762-4282
Volunteer Prepared Taxes",,12019,"English,Spanish",Sparks VITA/TCE - Living Stones Church,2022-03-20T00:00:43.892621,-119.707111,39.602332
18,003,0500000US18003,18003,1574,Not Required,2020-01-10T19:32:29.713391,31 JAN 2022 - 13 APR 2022,"1101 S. Lafayette St.
Fort Wayne, IN 46802
Volunteer Prepared Taxes","MON 1:00PM-6:30PM
TUE 1:00PM-5:30PM
WED 1:00PM-5:30PM
SAT 9:00AM-12:00PM",11427,"English,Spanish",St. Marys Catholic Church,2022-03-20T00:00:58.400592,-85.133957,41.076915
36,061,0500000US36061,36061,7261,Not Required,2022-02-27T00:01:37.7108,15 FEB 2022 - 15 APR 2022,"269 Henry Street
New York, NY 10002
Volunteer Prepared Taxes",,31378,English,Foodbanknyc Henry Street Settlement,2022-03-20T00:01:11.465869,-73.984964,40.713815
36,061,0500000US36061,36061,7260,Required,2022-02-27T00:01:37.675741,15 FEB 2022 - 15 APR 2022,"197 East Broadway
New York, NY 10002
646-395-4246
Volunteer Prepared Taxes",,31042,English,The Educational Alliance VITA Site at The Family Resource Center,2022-03-20T00:01:11.420865,-73.988332,40.714174
36,061,0500000US36061,36061,2826,Not Required,2020-01-10T19:32:40.217778,05 FEB 2022 - 02 APR 2022,"62 Mott St
New York, NY 10013
Volunteer Prepared Taxes",SAT 10:00AM-3:00PM,21769,"English,Mandarin,Cantonese",Chinese Community Center,2022-03-20T00:01:11.375088,-73.998283,40.715949
36,061,0500000US36061,36061,4934,Required,2021-01-31T00:00:32.267085,02 FEB 2022 - 13 APR 2022,"175 East 4th Street
New York, NY 10009
800-290-7189
Volunteer Prepared Taxes",,28706,English,Single Stop USA-University Settlement,2022-03-20T00:01:11.438682,-73.985121,40.724398
36,061,0500000US36061,36061,4286,Required,2020-02-25T16:47:10.151179,07 FEB 2022 - 15 APR 2022,"Online Service Only
For more info appt. visit online
New York, NY 10012
646-598-4820
Volunteer Prepared Taxes",,5481,English,New York University,2022-03-20T00:01:11.357165,-73.997894,40.72558
36,061,0500000US36061,36061,2831,Required,2020-01-10T19:32:40.260913,02 FEB 2022 - 16 APR 2022,"519 E11th Street
taxes@nazarethhousingnyc.org
New York, NY 10009
646-713-2746
Volunteer Prepared Taxes",,26975,"English,Spanish",Nazareth Housing,2022-03-20T00:01:11.501979,-73.979077,40.726697
36,061,0500000US36061,36061,4935,Not Required,2021-01-31T00:00:32.276904,02 FEB 2022 - 13 APR 2022,"135 2nd Avenue
New York, NY 10003
Volunteer Prepared Taxes",WED 11:00AM-3:00PM,28698,English,Single Stop USA-Ottendorfer Library,2022-03-20T00:01:11.41182,-73.987525,40.728763
36,061,0500000US36061,36061,7019,Required,2022-01-23T00:00:57.613147,02 FEB 2022 - 15 APR 2022,"462 First Avenue
New York, NY 10016
718-784-0877
Volunteer Prepared Taxes",,31003,"English,Spanish",Urban Upbound Bellevue Hospital,2022-03-20T00:01:11.492962,-73.976638,40.739438
36,061,0500000US36061,36061,4928,Required,2021-01-31T00:00:32.183045,01 FEB 2022 - 14 APR 2022,"135 West 23rd Street
New York, NY 10011
800-290-7189
Volunteer Prepared Taxes",,28707,"English,Spanish",Single Stop USA-Visions at Selis Manor,2022-03-20T00:01:11.330396,-74.004594,40.744049
36,061,0500000US36061,36061,4931,Required,2021-01-31T00:00:32.237557,07 FEB 2022 - 18 APR 2022,"1000 St. Nicholas Avenue
New York, NY 10032
800-290-7189
Volunteer Prepared Taxes",,28691,"English,Spanish",Single Stop USA Washington Heights Library,2022-03-20T00:01:11.447765,-73.978134,40.744995
36,061,0500000US36061,36061,7017,Required,2022-01-23T00:00:57.54548,20 JAN 2022 - 14 APR 2022,"313 5th Ave
New York, NY 10016
212-729-0188
Volunteer Prepared Taxes",,29574,"English,Bengali,Hindi",ACI VITA at Shinhan Bank,2022-03-20T00:01:11.393206,-73.985627,40.746979
36,061,0500000US36061,36061,4926,Required,2021-01-31T00:00:32.165093,01 FEB 2022 - 12 APR 2022,"290 A Ninth AVenue #21K
New York, NY 10001
800-290-7189
Volunteer Prepared Taxes",,28702,English,Single Stop USA-Penn South Program For Seniors,2022-03-20T00:01:11.339368,-73.996603,40.750838
36,061,0500000US36061,36061,4929,Required,2021-01-31T00:00:32.191234,31 JAN 2022 - 13 APR 2022,"263 W 38TH STREET
Drop Off may require a return visit
New York, NY 10018
212-377-4728
Volunteer Prepared Taxes",,29239,"English,Spanish,Arabic,Farsi,French,Virtual Interpreter Services","The International Rescue Committee, New York, NY",2022-03-20T00:01:11.34838,-73.990633,40.754267
36,061,0500000US36061,36061,4941,Required,2021-01-31T00:00:32.353196,01 FEB 2022 - 12 APR 2022,"546 Main Street
New York, NY 10044
800-290-7189
Volunteer Prepared Taxes",,28704,"English,Spanish",Single Stop USA-Roosevelt Island Senior Center,2022-03-20T00:01:11.638053,-73.950813,40.761148
36,061,0500000US36061,36061,4937,Not Required,2021-01-31T00:00:32.29573,04 FEB 2022 - 08 APR 2022,"328 East 67th Street
New York, NY 10065
Volunteer Prepared Taxes",FRI 10:00AM-2:00PM,28688,"English,Spanish",Single Stop USA-67th Street Library,2022-03-20T00:01:11.551438,-73.960034,40.765332
36,061,0500000US36061,36061,2841,Required,2020-01-10T19:32:40.341989,03 FEB 2022 - 10 APR 2022,"695 Park Avenue
Hunter West Lobby
New York, NY 10065
646-398-3766
Volunteer Prepared Taxes",,2268,English,Hunter College - C.U.N.Y.,2022-03-20T00:01:11.520461,-73.965252,40.768993
36,061,0500000US36061,36061,4301,Required,2020-02-25T16:47:10.400622,24 JAN 2022 - 18 APR 2022,"237 East 104th Street
New York, NY 10029
800-290-7189
Volunteer Prepared Taxes",,27117,"English,Spanish",Single Stop USA- Union Settlement,2022-03-20T00:01:11.619685,-73.944823,40.789938
36,061,0500000US36061,36061,6760,Required,2021-12-26T00:01:16.352923,24 JAN 2022 - 18 APR 2022,"2050 2nd Avenue
New York, NY 10029
800-290-7189
Volunteer Prepared Taxes",,11336,"Spanish,English",Single Stop USA VITA East Harlem Tutorial Program,2022-03-20T00:01:11.647351,-73.942761,40.790118
36,061,0500000US36061,36061,4940,Required,2021-01-31T00:00:32.344081,31 JAN 2022 - 16 APR 2022,"158 East 115th Street
New York, NY 10029
800-290-7189
Volunteer Prepared Taxes",,28694,"English,Spanish",Single Stop USA-East Harlem Neighborhood Health Action Ctr,2022-03-20T00:01:11.628895,-73.943334,40.791734
36,061,0500000US36061,36061,4308,Required,2020-02-25T16:47:10.465646,18 JAN 2022 - 14 APR 2022,"335 East 111th Street
New York, NY 10029
718-784-0877
Volunteer Prepared Taxes",,24941,"English,Spanish",Urban Upbound at Jobs Plus Harlem,2022-03-20T00:01:11.667444,-73.93925,40.793465
36,061,0500000US36061,36061,7018,Required,2022-01-23T00:00:57.595376,03 FEB 2022 - 16 APR 2022,"150 West 100th Street
New York, NY 10025
800-290-7189
Volunteer Prepared Taxes",,28689,"English,Spanish",Single Stop USA-Bloomingdale Library,2022-03-20T00:01:11.457055,-73.963702,40.796798
36,061,0500000US36061,36061,7265,Required,2022-02-27T00:01:37.857052,04 FEB 2022 - 15 APR 2022,"2285 Second Avenue
New York, NY 10035
347-682-5606
Volunteer Prepared Taxes",,31080,"English,Spanish",Grow Brooklyn @ East Harlem Peoples FCU,2022-03-20T00:01:11.67681,-73.937255,40.797738
36,061,0500000US36061,36061,7263,Not Required,2022-02-27T00:01:37.788894,14 FEB 2022 - 15 APR 2022,"203 West 133rd Street
New York, NY 10030
Volunteer Prepared Taxes",,31382,English,Foodbanknyc Zeina Lorraine Inc,2022-03-20T00:01:11.582833,-73.944769,40.814089
36,061,0500000US36061,36061,6816,Required,2022-01-09T00:00:47.074658,01 FEB 2022 - 15 APR 2022,"104 West 136th Street
Self-Prep Taxes Only
New York, NY 10030
646-981-6110
Self-Prep Taxes Only",,17106,"English,Spanish",FoodbankNYC Countee Cullen Branch Library FSA,2022-03-20T00:01:11.601132,-73.940527,40.814885
36,061,0500000US36061,36061,2843,Required,2020-01-10T19:32:40.357828,29 JAN 2022 - 18 APR 2022,"45 Wadsworth Ave
Northern Manhattan Improvement Corp
New York, NY 10033
929-415-8745
Volunteer Prepared Taxes",,874,"English,Spanish",Northern Manhattan Improvement Corporation NMIC,2022-03-20T00:01:11.563665,-73.937679,40.84616
36,061,0500000US36061,36061,7020,Required,2022-01-23T00:00:57.646538,31 JAN 2022 - 13 APR 2022,"54 Nagle Ave
New York, NY 10040
800-290-7189
Volunteer Prepared Taxes",,28709,"English,Spanish",Single Stop USA-YM/YWHA of Washington Heights,2022-03-20T00:01:11.591889,-73.929162,40.858144
36,061,0500000US36061,36061,7264,Not Required,2022-02-27T00:01:37.841545,14 FEB 2022 - 15 APR 2022,"111-113 Vermilyea Avenue
2nd floor
New York, NY 10032
Volunteer Prepared Taxes",,31379,English,Foodbanknyc Hope For Humanity Dyckman SDA,2022-03-20T00:01:11.657604,-73.921969,40.866227
45,029,0500000US45029,45029,4097,Not Required,2020-02-25T16:47:05.188266,07 FEB 2022 - 14 APR 2022,"1605 Jeffries Hwy.
Walterboro, SC 29488
Volunteer Prepared Taxes","MON 10:00AM-3:00PM
TUE 10:00AM-3:00PM
WED 10:00AM-3:00PM
THU 10:00AM-3:00PM",22093,English,"Lowcountry Community Action Agency, Inc. VITA",2022-03-20T00:01:05.879854,-80.665996,32.92353
28,001,0500000US28001,28001,1287,Not Required,2020-01-10T19:32:27.21455,31 JAN 2022 - 15 APR 2022,"1038 North Union Street
Bldg A
NATCHEZ, MS 39120
Volunteer Prepared Taxes","MON 9:00AM-6:00PM
TUE 9:00AM-6:00PM
WED 9:00AM-6:00PM
THU 9:00AM-6:00PM
FRI 9:00AM-6:00PM",11947,English,AJFC CAA-Natchez,2022-03-20T00:00:55.487556,-91.387979,31.570043
12,086,0500000US12086,12086,4424,Required,2020-02-25T16:47:11.949467,24 JAN 2022 - 15 OCT 2022,"129 SW 5th Avenue
Appointment only
Florida City, FL 33034
786-650-2006
Volunteer Prepared Taxes",,1023,"English,Spanish",Branches - Florida City,2022-03-20T00:01:12.729497,-80.483329,25.446406
12,086,0500000US12086,12086,4420,Required,2020-02-25T16:47:11.911126,01 FEB 2022 - 15 NOV 2022,"778 W. Palm Drive
Appointment Only
Florida City, FL 33034
305-246-0357
Volunteer Prepared Taxes",,2906,"Spanish,English",Coalition of Florida Farmworker Organizations (COFFO),2022-03-20T00:01:12.684708,-80.488991,25.447799
12,086,0500000US12086,12086,4417,Required,2020-02-25T16:47:11.875956,18 FEB 2022 - 01 JUN 2022,"151 NW 11th Street
Suite E400
Appointment only
Homestead, FL 33030
786-527-2580
Volunteer Prepared Taxes",,26111,"English,Spanish",Catalyst Miami South Dade,2022-03-20T00:01:12.66671,-80.480556,25.480799
12,086,0500000US12086,12086,2943,Required,2020-01-10T19:32:41.165373,31 JAN 2022 - 18 APR 2022,"13955 SW 264 Street
Miami, FL 33032
305-258-5471
Volunteer Prepared Taxes",,5602,"English,Spanish",Miami-Dade CAHS - Naranja,2022-03-20T00:01:12.792679,-80.417793,25.521755
12,086,0500000US12086,12086,7038,Not Required,2022-01-23T00:00:58.368432,02 FEB 2022 - 14 APR 2022,"11885 SW 216th Street
Suite A Front
Goulds, FL 33170
Volunteer Prepared Taxes","WED 11:00AM-2:00PM
THU 11:00AM-2:00PM",29502,English,Trinity Empowerment Consortium,2022-03-20T00:01:12.819304,-80.384223,25.566255
12,086,0500000US12086,12086,2944,Required,2020-01-10T19:32:41.173343,01 FEB 2022 - 15 APR 2022,"17801 Homestead Avenue
Perrine, FL 33157
305-254-5804
Volunteer Prepared Taxes",,1044,"English,Spanish",Miami-Dade CAHS - Perrine,2022-03-20T00:01:12.828322,-80.354471,25.603452
12,086,0500000US12086,12086,4410,Required,2020-02-25T16:47:11.807439,08 FEB 2022 - 12 APR 2022,"11011 SW 104th Street
Room R404 and R408
Miami, FL 33176
305-237-2375
Volunteer Prepared Taxes",,1046,"English,Spanish",MDC - Kendall Campus,2022-03-20T00:01:12.595952,-80.372701,25.672308
12,086,0500000US12086,12086,4438,Required,2020-02-25T16:47:12.122826,29 JAN 2022 - 16 APR 2022,"2750 McFarlane Road
Appointment only
Miami, FL 33133
786-254-1910
Volunteer Prepared Taxes",,13240,"English,Spanish",St. Stephens,2022-03-20T00:01:12.907684,-80.24109,25.727036
12,086,0500000US12086,12086,2951,Required,2020-01-10T19:32:41.232381,01 FEB 2022 - 14 APR 2022,"3692 Grand Avenue
Miami, FL 33133
305-446-3311
Volunteer Prepared Taxes",,977,"Spanish,English",Miami-Dade CAHS - Frankie Shannon Rolle,2022-03-20T00:01:12.889858,-80.253452,25.727726
12,086,0500000US12086,12086,7037,Not Required,2022-01-23T00:00:58.334949,08 FEB 2022 - 13 OCT 2022,"5556 SW 8th Street
Coral Gables, FL 33134
Volunteer Prepared Taxes","TUE 4:00PM-7:00PM
SAT 10:00AM-1:00PM",29641,"English,Spanish",Open Arms Community Center,2022-03-20T00:01:12.738647,-80.284776,25.76367
12,086,0500000US12086,12086,4440,Not Required,2020-02-25T16:47:12.149656,31 JAN 2022 - 18 APR 2022,"351 SW 4th Avenue
Community Center - Computer Room
Miami, FL 33130
Volunteer Prepared Taxes","MON 6:00PM-8:00PM
TUE 6:00PM-8:00PM
WED 6:00PM-8:00PM
THU 6:00PM-8:00PM
SAT 9:00AM-1:00PM",11547,"English,Spanish",City of Miami - Jose Marti Park,2022-03-20T00:01:12.94349,-80.200259,25.769991
12,086,0500000US12086,12086,4412,Not Required,2020-02-25T16:47:11.824098,31 JAN 2022 - 18 APR 2022,"7025 West Flagler Street
Miami, FL 33144
Volunteer Prepared Taxes","MON 6:00PM-8:00PM
TUE 6:00PM-8:00PM
WED 6:00PM-8:00PM
THU 6:00PM-8:00PM
FRI 6:00PM-8:00PM
SAT 9:00AM-1:00PM",21757,"English,Spanish",City of Miami - Robert King High Park,2022-03-20T00:01:12.613599,-80.309405,25.770329
12,086,0500000US12086,12086,2954,Required,2020-01-10T19:32:41.257012,31 JAN 2022 - 18 APR 2022,"970 SW 1st Street
4th floor
Miami, FL 33130
302-545-2224
Volunteer Prepared Taxes",,11545,"Spanish,English",Miami-Dade CAHS - Accion,2022-03-20T00:01:12.92561,-80.210347,25.772652
12,086,0500000US12086,12086,4441,Required,2020-02-25T16:47:12.168152,09 FEB 2022 - 13 APR 2022,"300 NE 2nd Avenue
Room 8314
Miami, FL 33132
305-237-3151
Volunteer Prepared Taxes",,975,"English,Spanish",MDC - Wolfson Campus,2022-03-20T00:01:12.970562,-80.190355,25.777171
12,086,0500000US12086,12086,4427,Not Required,2020-02-25T16:47:11.979435,01 FEB 2022 - 16 APR 2022,"1550 NW 37th Avenue
Recreation Center
Miami, FL 33125
Volunteer Prepared Taxes","TUE 6:00PM-8:00PM
THU 6:00PM-8:00PM
SAT 9:00AM-1:00PM",25957,"English,Spanish",City of Miami - Grapeland Heights Park,2022-03-20T00:01:12.757278,-80.255993,25.788252
12,086,0500000US12086,12086,2926,Not Required,2020-01-10T19:32:41.024118,29 JAN 2022 - 13 APR 2022,"2101 NW 117th Avenue
Miami, FL 33172
Volunteer Prepared Taxes","WED 6:00PM-8:00PM
SAT 10:00AM-2:00PM",17930,"Spanish,English",Keiser University Miami Campus,2022-03-20T00:01:12.415451,-80.384394,25.789949
12,086,0500000US12086,12086,2953,Required,2020-01-10T19:32:41.248854,01 FEB 2022 - 14 APR 2022,"1600 NW 3rd Avenue
Miami, FL 33136
305-438-4161
Volunteer Prepared Taxes",,24586,English,Miami-Dade CAHS - Culmer Comm Resource Ctr,2022-03-20T00:01:12.916616,-80.199979,25.790314
12,086,0500000US12086,12086,4399,Not Required,2020-02-25T16:47:11.672896,05 FEB 2022 - 09 APR 2022,"1900 NW 89th Place
Doral, FL 33172
Volunteer Prepared Taxes",SAT 11:00AM-3:30PM,4059,"Spanish,English",Iglesia Doral - HIRE Miami,2022-03-20T00:01:12.507435,-80.342463,25.791366
12,086,0500000US12086,12086,4442,Required,2020-02-25T16:47:12.222386,01 FEB 2022 - 15 APR 2022,"555 17th Street
Office of Housing and Community Services
Appointment Only
Miami Beach, FL 33139
305-673-7491
Volunteer Prepared Taxes",,13309,"Spanish,English",City of Miami Beach-City Hall,2022-03-20T00:01:13.033841,-80.134293,25.792237
12,086,0500000US12086,12086,4439,Required,2020-02-25T16:47:12.141179,18 FEB 2022 - 01 JUN 2022,"3000 Biscayne Blvd
Suite 210
Appointment Only
Miami, FL 33137
786-527-2580
Volunteer Prepared Taxes",,974,"English,Spanish",Catalyst Miami Main Office,2022-03-20T00:01:12.934676,-80.189412,25.805436
12,086,0500000US12086,12086,4436,Not Required,2020-02-25T16:47:12.096036,01 FEB 2022 - 16 APR 2022,"765 NW 36th Street
Community Center - Computer Room
Miami, FL 33127
Volunteer Prepared Taxes","TUE 6:00PM-8:00PM
FRI 6:00PM-8:00PM
SAT 9:00AM-1:00PM",1936,"Spanish,English",City of Miami - Moore Park,2022-03-20T00:01:12.881025,-80.209124,25.810023
12,086,0500000US12086,12086,4430,Required,2020-02-25T16:47:12.004728,01 FEB 2022 - 14 APR 2022,"5400 NW 22 Avenue
3rd Floor
Miami, FL 33142
305-756-2830
Volunteer Prepared Taxes",,27642,English,Miami-Dade CAHS - Joseph Caleb Center,2022-03-20T00:01:12.783771,-80.232798,25.824149
12,086,0500000US12086,12086,2936,Required,2020-01-10T19:32:41.108761,01 FEB 2022 - 15 APR 2022,"300 East First Avenue
Hialeah, FL 33010
305-884-4801
Volunteer Prepared Taxes",,11540,"English,Spanish",Miami-Dade CAHS - Hialeah,2022-03-20T00:01:12.578183,-80.279448,25.824506
12,086,0500000US12086,12086,4429,Required,2020-02-25T16:47:11.996202,07 FEB 2022 - 15 OCT 2022,"2171 N.W. 56th Street
Miami, FL 33142
305-610-4164
Volunteer Prepared Taxes",,2909,English,Hosanna Community,2022-03-20T00:01:12.775087,-80.232149,25.826366
12,086,0500000US12086,12086,4949,Required,2021-01-31T00:00:32.804917,31 JAN 2022 - 14 APR 2022,"150 NW 79th Street
Miami, FL 33150
305-758-9662
Volunteer Prepared Taxes",,29020,English,Miami-Dade CAHS - Edison,2022-03-20T00:01:12.837067,-80.199992,25.84734
12,086,0500000US12086,12086,4393,Not Required,2020-02-25T16:47:11.61838,02 FEB 2022 - 20 APR 2022,"4425 West 20th Avenue
Room 309 - JR New Building
Hialeah, FL 33012
Volunteer Prepared Taxes",WED 6:00PM-9:00PM,26665,"English,Spanish",Florida National University - Hialeah Campus,2022-03-20T00:01:12.4423,-80.32241,25.862714
12,086,0500000US12086,12086,4411,Required,2020-02-25T16:47:11.815796,07 FEB 2022 - 11 APR 2022,"11380 NW 27th Avenue
Building 3, First Floor, Room 3101
First Floor
Miami, FL 33167
305-237-1199
Volunteer Prepared Taxes",,1937,"English,Spanish",MDC - North Campus,2022-03-20T00:01:12.60494,-80.242934,25.87798
12,086,0500000US12086,12086,4421,Required,2020-02-25T16:47:11.919445,24 JAN 2022 - 18 APR 2022,"11500 NW 12th Avenue
Appointment Only
Miami, FL 33168
305-688-3551
Volunteer Prepared Taxes",,13798,"English,Spanish",Branches - Mobile,2022-03-20T00:01:12.693717,-80.218454,25.879828
12,086,0500000US12086,12086,4422,Required,2020-02-25T16:47:11.927889,24 JAN 2022 - 15 OCT 2022,"11500 NW 12th Avenue
Appointment Only
Miami, FL 33168
305-688-3551
Volunteer Prepared Taxes",,3780,"Spanish,English",Branches - Lakeview,2022-03-20T00:01:12.702788,-80.218454,25.879828
12,086,0500000US12086,12086,4381,Required,2020-02-25T16:47:11.487279,29 JAN 2022 - 09 APR 2022,"6801 West 30 Avenue
Hialeah, FL 33018
305-556-4442
Volunteer Prepared Taxes",,26081,"English,Spanish",St. Barbara Catholic Church,2022-03-20T00:01:12.360839,-80.343713,25.884137
12,086,0500000US12086,12086,4432,Required,2020-02-25T16:47:12.026543,22 FEB 2022 - 18 NOV 2022,"13450 West Dixie Highway
Appointment Only
Miami, FL 33161
305-573-4871
Volunteer Prepared Taxes",,1042,"Spanish,English,French","Haitian Neighborhood Center, Sant La",2022-03-20T00:01:12.801506,-80.179666,25.898718
12,086,0500000US12086,12086,4404,Required,2020-02-25T16:47:11.721061,05 FEB 2022 - 09 APR 2022,"16401 NW 37 Ave
Miami Gardens, FL 33054
Volunteer Prepared Taxes",,972,"Spanish,English",St. Thomas University College of Law,2022-03-20T00:01:12.516292,-80.260515,25.92297
12,086,0500000US12086,12086,2931,Required,2020-01-10T19:32:41.068138,01 FEB 2022 - 14 APR 2022,"16405 NW 25th Avenue
Suite 108
Miami Gardens, FL 33054
305-623-6500
Volunteer Prepared Taxes",,973,English,Miami-Dade CAHS - Miami Gardens,2022-03-20T00:01:12.54288,-80.244484,25.923677
12,086,0500000US12086,12086,7035,Required,2022-01-23T00:00:58.238424,05 FEB 2022 - 14 MAY 2022,"18425 NW 2 Avenue
Suite 435
Miami Gardens, FL 33169
305-900-4229
Volunteer Prepared Taxes",,29685,"English,Spanish",Miami Broward One Carnival,2022-03-20T00:01:12.587129,-80.205136,25.943741
39,027,0500000US39027,39027,1761,Required,2020-01-10T19:32:31.248095,07 FEB 2022 - 07 APR 2022,"725 Elm Street
Wilmington, OH 45177
937-481-2296
Volunteer Prepared Taxes",,24541,English,Wilmington College VITA,2022-03-20T00:00:59.87777,-83.816031,39.441375
72,075,0500000US72075,72075,7151,Required,2022-01-30T00:01:15.08799,11 FEB 2022 - 16 APR 2022,"Cooperativa Juana Diaz
113 Calle Comercio
Juana Diaz, PR 00795
787-580-0112
Volunteer Prepared Taxes",,29401,"English,Spanish",COOP VITA AD HOC SITE - JUANA DIAZ,2022-03-20T00:01:14.932366,-66.495232,18.051083
72,075,0500000US72075,72075,7284,Required,2022-02-27T00:01:39.933852,14 FEB 2022 - 18 APR 2022,"Municipio de Juana Diaz
Calle Degetau 35
Juana Diaz, PR 00795
787-837-2185
Self-Prep Taxes Only",,31299,"Spanish,English",Municipio Juana Diaz FSA,2022-03-20T00:01:14.923451,-66.506822,18.052808
25,023,0500000US25023,25023,3089,Required,2020-01-10T19:32:42.447514,31 JAN 2022 - 15 APR 2022,"71 Obery Street
Plymouth, MA 02360
508-747-7575
Volunteer Prepared Taxes",,10,English,South Shore Community Action Council,2022-03-20T00:01:14.696257,-70.653027,41.939492
25,023,0500000US25023,25023,4520,Required,2020-02-25T16:47:13.53412,12 FEB 2022 - 16 APR 2022,"370 Howard St
Brockton, MA 02301
508-591-5479
Volunteer Prepared Taxes",,62,"English,Spanish",Self Help VITA,2022-03-20T00:01:14.559744,-71.064423,42.087527
22,079,0500000US22079,22079,3633,Required,2020-02-25T16:46:55.344449,24 JAN 2022 - 31 OCT 2022,"2011 MacArthur Drive
Bldg. #1
Alexandria, LA 71301
318-314-3480
Volunteer Prepared Taxes",,12740,English,CLA: CCAC North Alexandria VITA,2022-03-20T00:00:54.958385,-92.470598,31.277144
40,005,0500000US40005,40005,827,Not Required,2020-01-10T19:32:23.186537,15 FEB 2022 - 18 APR 2022,"371 W 10th Street
ATOKA, OK 74525
Volunteer Prepared Taxes","MON 9:00AM-4:00PM
TUE 9:00AM-4:00PM
WED 9:00AM-4:00PM
THU 9:00AM-4:00PM
FRI 9:00AM-4:00PM",7022,English,INCA - Atoka Virtual,2022-03-20T00:00:50.963938,-96.135042,34.37694
45,053,0500000US45053,45053,4089,Not Required,2020-02-25T16:47:05.006949,04 FEB 2022 - 08 APR 2022,"451 E. Wilson Street
Ridgeland, SC 29936
Volunteer Prepared Taxes",MON 11:00AM-3:00PM,27127,English,Ridgeland Library VITA,2022-03-20T00:01:05.743721,-80.977801,32.481193
06,095,0500000US06095,06095,35,Not Required,2020-01-10T19:32:16.655459,08 FEB 2022 - 14 APR 2022,"480 Military East
Benicia, CA 94510
Volunteer Prepared Taxes","TUE 9:00AM-4:00PM
THU 9:00AM-4:00PM",7131,"English,Tagalog",Benicia Community Action Council,2022-03-20T00:00:42.875636,-122.14721,38.051056
